id,CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,"CUISINE DESCRIPTION",Starred
16672,41347049,MACONDO,MANHATTAN,157,"EAST HOUSTON STREET",10002,2124739900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
16673,41406255,"TACO BELL, KFC",MANHATTAN,3645,BROADWAY,10031,2124919151,Tex-Mex,FALSE
16674,50058158,"DERA RESTAURANT",MANHATTAN,103,"LEXINGTON AVE",10016,2122529600,Indian,FALSE
16675,41628876,"THE GREEN DOOR",MANHATTAN,600,"WEST   57 STREET",10019,2129743169,American,FALSE
16676,41661062,"PERCY'S PIZZA",MANHATTAN,190,"BLEEKER STREET",10012,2123881355,Pizza,FALSE
16677,41693374,"ALEX CAFE & DELI",MANHATTAN,1018,"LEXINGTON AVENUE",10021,2127449666,American,FALSE
16678,50005414,STARBUCKS,MANHATTAN,4761,BROADWAY,10034,2123043632,CafÃƒÂ©/Coffee/Tea,FALSE
16679,41024174,"CAMARADAS EL BARRIO",MANHATTAN,2241,"1 AVENUE",10029,2123482703,Polynesian,FALSE
16680,40966966,MOONSTRUCK,MANHATTAN,244,"MADISON AVENUE",10016,2128672545,American,FALSE
16681,50017686,"MAISON KAYSER",MANHATTAN,2161,BROADWAY,10024,2128735900,Bakery,FALSE
16682,41298037,"RAMEN SETAGAYA",MANHATTAN,"34   1/2","ST MARKS PLACE",10003,2123877959,Japanese,FALSE
16683,41700054,"SASABUNE EXPRESS NEW YORK",MANHATTAN,322,"EAST   59 STREET",10022,2125888998,Japanese,FALSE
16684,50033151,"GOURMET 53",MANHATTAN,875,"3RD AVE",10022,2122238481,American,FALSE
16685,41132647,"CURRY DREAM",MANHATTAN,66,"WEST   39 STREET",10018,2128104125,Indian,FALSE
16686,41300864,"PAULS DA BURGER JOINT",MANHATTAN,131,"2 AVENUE",10003,2125293033,Hamburgers,FALSE
16687,41685823,"ATOMIC WINGS",MANHATTAN,311,BROADWAY,10007,2125717667,Chicken,FALSE
16688,41007868,PAX,MANHATTAN,520,"8 AVENUE",10018,2127140555,American,FALSE
16689,41073072,LIBATION,MANHATTAN,137,"LUDLOW STREET",10002,2125292153,American,FALSE
16690,41473636,"HECHO EN DUMBO",MANHATTAN,354,BOWERY,10012,2129374245,Mexican,FALSE
16691,41716448,"HARLEM SHAKE",MANHATTAN,100,"WEST 124 STREET",10027,2122228300,American,FALSE
16692,41085232,ALEXANDRA,MANHATTAN,455,"HUDSON STREET",10014,2122553838,American,FALSE
16693,40594203,"LA GOURMET",MANHATTAN,111,"EAST   58 STREET",10022,2123080811,American,FALSE
16694,41439905,"TEA MAGIC",MANHATTAN,2878,BROADWAY,10025,2126663665,CafÃƒÂ©/Coffee/Tea,FALSE
16695,40785056,"NEW ANDY'S DELI",MANHATTAN,873,BROADWAY,10003,2124771110,Delicatessen,FALSE
16696,41252052,"MARKT CAFE RESTAURANT",MANHATTAN,676,"6 AVENUE",10010,2127273314,American,FALSE
16697,41224985,"BENJAMIN STEAK HOUSE",MANHATTAN,52,"EAST   41 STREET",10017,2122979177,Steak,FALSE
16698,40942949,"SNACK TAVERNA",MANHATTAN,63,"BEDFORD STREET",10014,2129293499,Greek,FALSE
16699,41486386,"UMAMI BURGER",MANHATTAN,356,"WEST   58 STREET",10019,2125546000,American,FALSE
16700,41638716,"CAFFE BENE",MANHATTAN,1611,BROADWAY,10019,2125862010,American,FALSE
16701,41570413,DAWAT,MANHATTAN,210,"EAST   58 STREET",10022,2123557555,Indian,FALSE
16702,50043865,"HUNGRY GHOST COFFEE BAR AND CAFE AT TISCH",MANHATTAN,721,BROADWAY,10003,2022706688,CafÃƒÂ©/Coffee/Tea,FALSE
16703,50037647,"G&J'S PIZZERIA",MANHATTAN,1797,"1ST AVE",10128,2036107366,Pizza/Italian,FALSE
16704,41543374,"HUDSON STATION",MANHATTAN,440,"9 AVENUE",10001,2122444406,American,FALSE
16705,40389807,"CHAMP GOURMET",MANHATTAN,30,"BROAD STREET",10004,2123634000,American,FALSE
16706,50011944,"ANCHOR WINEBAR",MANHATTAN,3508,BROADWAY,10031,2122343084,Italian,FALSE
16707,40642405,"THE DISH RESTAURANT",MANHATTAN,201,"8 AVENUE",10011,2123529800,American,FALSE
16708,50016920,"VU 46",MANHATTAN,59,"W 46TH ST",10036,2123823045,American,FALSE
16709,50033468,CURRENT,MANHATTAN,111A,"11th AVENUE",10011,2123366144,American,FALSE
16710,41532069,"RUBIROSA PIZZA & RISTORANTE",MANHATTAN,235,"MULBERRY STREET",10012,2129650500,Pizza/Italian,FALSE
16711,40512403,"CHINA CHALET",MANHATTAN,47,BROADWAY,10006,2129434380,Chinese,FALSE
16712,50008597,"BY SUZETTE FRENCH CREPES",MANHATTAN,86,"CHAMBERS ST",10007,2122276521,French,FALSE
16713,50001789,"RESTAURANTE & PANADERIA GUATELINDA",QUEENS,170-18,"JAMAICA AVE",11432,2124706169,Spanish,FALSE
16714,40392388,"TAL BAGEL",MANHATTAN,333,"EAST   86 STREET",10028,2124276811,Bagels/Pretzels,FALSE
16715,41019613,"FOOD WORLD",MANHATTAN,20,"EAST   46 STREET",10017,2126611110,American,FALSE
16716,50047353,"NEW 21 SHANGHAI HOUSE",MANHATTAN,21,"DIVISION ST",10002,2122268998,Chinese,FALSE
16717,50000540,"OREN'S DAILY ROAST",MANHATTAN,29,"WAVERLY PL",10003,2124205958,CafÃƒÂ©/Coffee/Tea,FALSE
16718,50036744,CAFEMARIE,MANHATTAN,120,"MACDOUGAL ST",10012,2129950400,Other,FALSE
16719,41492306,"UNCLE MARIO'S",MANHATTAN,739,"9 AVENUE",10019,2124591234,Pizza,FALSE
16720,50011230,"CAFE FREDERICK HARLEM PARLOR",MANHATTAN,2104,"FREDERICK DOUGLASS BLVD",10026,2122221987,American,FALSE
16721,50006411,"HAPPY EXPRESS CAFE",MANHATTAN,4,"ALLEN ST",10002,2129659898,Chinese,FALSE
16722,40545454,"HELLO DELI",MANHATTAN,213,"WEST   53 STREET",10019,2124897832,Delicatessen,FALSE
16723,41406564,"KEN & COOK",MANHATTAN,19,"KENMARE STREET",10012,2129663058,Italian,FALSE
16724,41327462,"AMERICA GOURMET FOOD",MANHATTAN,831,"6 AVENUE",10001,2128689790,Delicatessen,FALSE
16725,40510439,"LA ISLA RESTAURANT",MANHATTAN,1883,"THIRD AVENUE",10029,2125340002,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
16726,40640500,"BURGER KING",MANHATTAN,130,"WEST  125 STREET",10027,2122224333,Hamburgers,FALSE
16727,50033976,SEAMORE'S,MANHATTAN,390,"BROOME ST",10013,2127306005,Seafood,FALSE
16728,41533092,"JOHN DORY OYSTER BAR",MANHATTAN,16,"WEST   29 STREET",10001,2127929000,Seafood,FALSE
16729,41014384,"TONIC TIMES SQUARE",MANHATTAN,727,"7 AVENUE",10019,2123821059,American,FALSE
16730,41278303,"A SAN FUZHOU RESTAURANT",MANHATTAN,7,"ELDRIDGE STREET",10002,2123438389,Chinese,FALSE
16731,41469473,"MY MOST FAVORITE FOOD",MANHATTAN,247,"WEST   72 STREET",10023,2125805130,Jewish/Kosher,FALSE
16732,41675531,LinderMan,MANHATTAN,508,"WEST   42 STREET",10036,2128682999,American,FALSE
16733,41145911,"WA LUNG KITCHEN",MANHATTAN,557,"GRAND STREET",10002,2122543775,Chinese,FALSE
16734,41177892,"LAKE COMO PIZZA",MANHATTAN,2549,"AMSTERDAM AVENUE",10033,2127400110,Pizza,FALSE
16735,50014844,"BLOSSOM DU JOUR",MANHATTAN,449,"AMSTERDAM AVE",10024,2127129822,Vegetarian,FALSE
16736,40379620,"DELMONICO'S KITCHEN",MANHATTAN,207,"WEST   36 STREET",10018,2126955220,American,FALSE
16737,41706232,"PETER DILLON'S",MANHATTAN,385,"5 AVENUE",10016,2123004091,Irish,FALSE
16738,50001225,"THE FLYING COCK PUB",MANHATTAN,497,"3RD AVE",10016,2126896900,Irish,FALSE
16739,40370168,"EAR INN",MANHATTAN,326,"SPRING STREET",10013,2122269060,American,FALSE
16740,50003770,"FULEEN SEAFOOD RESTAURANT",MANHATTAN,11,"DIVISION ST",10002,2129416888,Chinese,FALSE
16741,41312239,"OKA SUSHI",MANHATTAN,1618,"MAIDEN LANE",10038,2127668805,Japanese,FALSE
16742,50016496,"EMPANADAS MONUMENTAL",MANHATTAN,4093,BROADWAY,10032,2129239300,Spanish,FALSE
16743,41468415,ARABESQUE,MANHATTAN,4,"EAST   36 STREET",10016,2125322210,Mediterranean,FALSE
16744,50002511,"RESTAURANT PATRICK",MANHATTAN,40,"W 45TH STREET",10036,2122829610,American,FALSE
16745,41461802,"DIG INN SEASONAL MARKET",MANHATTAN,150,"EAST   52 STREET",10022,2124213055,American,FALSE
16746,40634203,"HOT & CRUSTY BAGELS CAFE",MANHATTAN,1276,"LEXINGTON AVENUE",10028,2124262111,Bagels/Pretzels,FALSE
16747,40369619,"MUDVILLE SALOON",MANHATTAN,126,"CHAMBERS STREET",10007,2129649464,American,FALSE
16748,40912833,COSI,MANHATTAN,60,"EAST   56 STREET",10022,2125881225,Sandwiches,FALSE
16749,41614732,"STARBUCKS COFFEE",MANHATTAN,695,"PARK AVENUE",10065,2127724281,CafÃƒÂ©/Coffee/Tea,FALSE
16750,50045598,"DOUBLE DRAGON 88",MANHATTAN,2037,"1ST AVE",10029,2125346399,Chinese,FALSE
16751,50041904,"HUMBERTO'S RICE & BEANS RESTAURANT",MANHATTAN,1318,"SAINT NICHOLAS AVE",10033,2129231318,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
16752,41303456,"BISTRO MILANO",MANHATTAN,1350,"AVENUE OF THE AMERICAS",10019,2127572600,Italian,FALSE
16753,41670151,"CAFE OLIVIERO",MANHATTAN,850,"7 AVENUE",10019,2125821902,American,FALSE
16754,40364863,"SERENDIPITY 3",MANHATTAN,225,"EAST   60 STREET",10022,2128383531,American,FALSE
16755,40690019,"MODERN GOURMET",MANHATTAN,793,BROADWAY,10003,2126770047,American,FALSE
16756,41720477,"AROY DEE THAI KITCHEN",MANHATTAN,20,"JOHN STREET",10038,2125289922,Thai,FALSE
16757,41011076,"YAKITORI SUN-CHAN",MANHATTAN,2707,BROADWAY,10025,2127495008,Japanese,FALSE
16758,50038038,"BAGELS & COMPANY",MANHATTAN,172,"W 79TH ST",10024,2124969400,Jewish/Kosher,FALSE
16759,41105879,"BLT PRIME",MANHATTAN,111,"EAST   22 STREET",10010,2129958500,American,FALSE
16760,41406895,"SUN SAI GAI RESTAURANT",MANHATTAN,220,"CANAL STREET",10013,2129647256,Chinese,FALSE
16761,50016982,"LADY BIRD",MANHATTAN,127,"MACDOUGAL ST",10012,2124752246,French,FALSE
16762,41159730,"SHADES OF GREEN",MANHATTAN,125,"EAST   15 STREET",10003,2126741394,American,FALSE
16763,40526406,"CLUB MACANUDO (CIGAR BAR)",MANHATTAN,26,"EAST   63 STREET",10065,2127528200,American,FALSE
16764,50067978,"WEIL, GOTSHAL, & MANGES",MANHATTAN,767,"5TH AVE",10153,2128333947,Other,FALSE
16765,41010943,BARBES,MANHATTAN,21,"EAST 36 STREET",10016,2126840215,Moroccan,FALSE
16766,40387876,"ROCKING HORSE CAFE",MANHATTAN,182,"8 AVENUE",10011,2124639511,Mexican,FALSE
16767,40700664,"PHO BANG RESTAURANT",MANHATTAN,157,"MOTT STREET",10013,2129663797,Vietnamese/Cambodian/Malaysia,FALSE
16768,50019233,"MARTHA STEWART CAFE",MANHATTAN,601,"W 26TH ST",10001,2128278789,CafÃƒÂ©/Coffee/Tea,FALSE
16769,50003218,"RAVAGH PERSIAN GRILL",MANHATTAN,125,"1ST AVE #127",10003,2123350207,Iranian,FALSE
16770,40836364,"DEACON BRODIE'S",MANHATTAN,370,"WEST 46 STREET",10036,2122621452,Irish,FALSE
16771,41690753,"696 GOURMET DELI",MANHATTAN,696,"3 AVENUE",10017,2124907115,American,FALSE
16772,40520857,"TIRAMISU RESTAURANT",MANHATTAN,1410,"3 AVENUE",10028,2129889780,Italian,FALSE
16773,40392872,MOLLY'S,MANHATTAN,287,"3 AVENUE",10010,2128893361,Irish,FALSE
16774,40395055,BECCO,MANHATTAN,355,"WEST   46 STREET",10036,2123977597,Italian,FALSE
16775,41011581,WOGIES,MANHATTAN,39,"GREENWICH AVENUE",10014,2122292171,American,FALSE
16776,50006337,"D ELICI",MANHATTAN,71,"NASSAU ST",10038,2125875740,American,FALSE
16777,40664744,STARBUCKS,MANHATTAN,424,"PARK AVENUE SOUTH",10016,2127250637,American,FALSE
16778,50010153,"IRVINGTON BAR AND RESTAURANT/STUDIO/LILIUM",MANHATTAN,201,"PARK AVE S",10003,2126770425,American,FALSE
16779,41704391,"NEW MANDARIN COURT",MANHATTAN,61,"MOTT STREET",10013,2126083838,Chinese,FALSE
16780,40387907,"GALICIA RESTAURANT",MANHATTAN,4083,BROADWAY,10032,2125680168,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
16781,50018602,"LITTLE VINCENT'S PIZZA",MANHATTAN,1399,"2ND AVE",10021,2122490120,Pizza/Italian,FALSE
16782,40836364,"DEACON BRODIE'S",MANHATTAN,370,"WEST 46 STREET",10036,2122621452,Irish,FALSE
16783,40396494,"CORNER CAFE AND BAKERY",MANHATTAN,1645-1651,"THIRD AVENUE",10128,2128608060,American,FALSE
16784,41011887,"THE CITY BAKERY",MANHATTAN,3,"WEST   18 STREET",10011,2123661414,American,FALSE
16785,41721343,"COFFEE SHOP DINER",MANHATTAN,442,"EAST   14 STREET",10009,2122605842,American,FALSE
16786,40857382,"POPEYES LOUISIANA KITCHEN",MANHATTAN,103,"EAST  125 STREET",10035,2124274217,Chicken,FALSE
16787,41630839,NoMad,MANHATTAN,1170,BROADWAY,10001,2127961500,American,FALSE
16788,41646979,"MERCI MARKET",MANHATTAN,350,"WEST   42 STREET",10036,2125609300,Delicatessen,FALSE
16789,41351354,TXIKITO,MANHATTAN,240,"9 AVENUE",10001,2122424730,Spanish,FALSE
16790,50013507,"Fresh & Crispy",MANHATTAN,201,"W 145TH ST",10039,2122348300,Hamburgers,FALSE
16791,41566402,"BRUSHSTROKE (30 HUDSON ST)",MANHATTAN,162,"DUANE STREET",10013,2127913771,Japanese,FALSE
16792,41436878,"CASA LEVER",MANHATTAN,390,"PARK AVENUE",10022,2128882700,Italian,FALSE
16793,50034689,"CAMBRIA HOTELS & SUITES NEW YORK-CHELSEA",MANHATTAN,123,"W 28TH ST",10001,2129041125,American,FALSE
16794,40645474,"OLD JOHN'S LUNCHEONETTE",MANHATTAN,148,"WEST   67 STREET",10023,2128742700,American,FALSE
16795,41340002,"HAPPY FAMILY",MANHATTAN,500,"WEST   43 STREET",10036,2126956035,Chinese,FALSE
16796,41309690,"HAKATA TON TON",MANHATTAN,61,"GROVE STREET",10014,2122423699,Japanese,FALSE
16797,40944982,"NEW GOOD TASTE CHINESE RESTAURANT",MANHATTAN,3371,BROADWAY,10031,2122818898,Chinese,FALSE
16798,41426887,"MANNY'S ON SECOND",MANHATTAN,1770,"2 AVENUE",10128,2124103300,American,FALSE
16799,41416781,RYEHOUSE,MANHATTAN,11,"WEST 17 STREET",10011,2122557260,American,FALSE
16800,41657196,"MILE END SANDWICH",MANHATTAN,53,"BOND STREET",10012,2125292990,Delicatessen,FALSE
16801,41613627,"KOREAN TAKE OUT EXPRESS",MANHATTAN,807,"LEXINGTON AVENUE",10065,2127550123,Korean,FALSE
16802,41711530,GALLAGHER'S,MANHATTAN,228,"WEST   52 STREET",10019,2122455336,American,FALSE
16803,41597814,"ANATOLIA MEDITERRANEAN CUISINE",MANHATTAN,401,"EAST   62 STREET",10065,2122237500,Mediterranean,FALSE
16804,41362111,"PANNA II GARDEN INDIAN RESTAURANT",MANHATTAN,93,"1ST AVE",10003,2125984610,Indian,FALSE
16805,41325638,"TRIBECA BAGELS",MANHATTAN,374,"CANAL STREET",10013,2122268518,Delicatessen,FALSE
16806,41153141,TANAKA,MANHATTAN,222,"EAST   51 STREET",10022,2123086976,Japanese,FALSE
16807,41296408,BACARO,MANHATTAN,136,"DIVISION STREET",10002,2129415060,Italian,FALSE
16808,41151507,"BG RESTAURANT",MANHATTAN,754,"5 AVENUE",10019,2128728977,American,FALSE
16809,40424906,"MANNA HOUSE BAKERY",MANHATTAN,87,"EAST BROADWAY",10002,2122676200,Bakery,FALSE
16810,40511243,"CITY CRAB SHACK",MANHATTAN,10,"EAST   16 STREET",10003,2125293800,Seafood,FALSE
16811,50005732,"SNACK BAR",MANHATTAN,679,"RIVERSIDE DR",10031,2122341023,American,FALSE
16812,50018594,"THE SPOTTED OWL",MANHATTAN,211,"AVENUE A",10009,2123889844,American,FALSE
16813,40991835,"UNCLE JACK'S STEAKHOUSE",MANHATTAN,440,"9 AVENUE",10001,2122440005,Steak,FALSE
16814,40691569,"PERSHING SQUARE CAFE",MANHATTAN,90,"EAST   42 STREET",10017,2122869600,American,FALSE
16815,40676801,"IGUANA RESTAURANT",MANHATTAN,240,"WEST   54 STREET",10019,2127655454,Mexican,FALSE
16816,41656934,"DINING HALL @ JOHN JAY  (MBJ FOOD SERVICES)",MANHATTAN,524,"WEST   59 STREET",10019,2125821629,American,FALSE
16817,41702826,"NINOS 46",MANHATTAN,39,"WEST   46 STREET",10036,2127194015,Italian,FALSE
16818,41144024,"RIDGEWAY DINER",MANHATTAN,664,"6 AVENUE",10010,2127410096,American,FALSE
16819,40668120,MCDONALD'S,MANHATTAN,208,"VARICK STREET",10014,2122069991,Hamburgers,FALSE
16820,50001495,"BAMBOO SUSHI",MANHATTAN,1280,"1ST AVENUE",10065,2123961919,Japanese,FALSE
16821,41047105,"LIBRETTO'S PIZZERIA",MANHATTAN,546,"3 AVENUE",10016,2122136445,American,FALSE
16822,41138123,"ABC COCINA / ABCV",MANHATTAN,38,"EAST 19 STREET",10003,2126772233,French,FALSE
16823,40984099,"HERALD SQUARE MARKET",MANHATTAN,968,"6 AVENUE",10018,2122443484,American,FALSE
16824,41522848,"MANNA'S RESTAURANT",MANHATTAN,2353,"8 AVENUE",10027,2127499084,"Soul Food",FALSE
16825,41614704,"HUNTER COLLEGE FOOD COURT",MANHATTAN,695,"PARK AVENUE",10065,2127724281,American,FALSE
16826,50014722,SPICE,MANHATTAN,610,"AMSTERDAM AVE",10024,2127245000,Chinese,FALSE
16827,50057201,"CORK & KALE (EVEN HOTEL NEW YORK-MIDTOWN EAST)",MANHATTAN,219,"E 44TH ST",10017,2122390002,American,FALSE
16828,41428817,MAIALINO,MANHATTAN,2,"LEXINGTON AVENUE",10010,2127772410,Italian,FALSE
16829,50049382,"NEW WONG ASIAN FOOD",MANHATTAN,1217,"1ST AVE",10065,2125177798,Chinese,FALSE
16830,40657772,"GOOD RESTAURANT",MANHATTAN,89,"GREENWICH AVENUE",10014,2126918080,American,FALSE
16831,40592296,"3 DELI & GRILL",MANHATTAN,133,"EAST   55 STREET",10022,2124863272,American,FALSE
16832,41716972,STARBUCKS,MANHATTAN,200,"LIBERTY STREET",10281,2125879512,CafÃƒÂ©/Coffee/Tea,FALSE
16833,41615382,"THE MASALA WALA",MANHATTAN,179,"ESSEX STREET",10002,2123589300,Indian,FALSE
16834,41359592,"THAILAND RESTAURANT",MANHATTAN,856,"10 AVENUE",10019,2129578818,Thai,FALSE
16835,41139263,SCARLATTO,MANHATTAN,250,"WEST   47 STREET",10036,2127304535,Italian,FALSE
16836,50033817,"ASIAN WOK",MANHATTAN,88,"FULTON ST",10038,2127660821,Chinese,FALSE
16837,50045349,"MCDONALDS RESTAURANT",MANHATTAN,18,"E 42ND ST",10017,2125992127,American,FALSE
16838,40993590,CARIDAD,MANHATTAN,588,"AMSTERDAM AVENUE",10024,2125958121,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
16839,41251243,"CAFE ROMA PIZZERIA",MANHATTAN,854,"AMSTERDAM AVENUE",10025,2128758972,Jewish/Kosher,FALSE
16840,40660748,ALTA,MANHATTAN,64,"WEST   10 STREET",10011,2125057777,American,FALSE
16841,40803254,PALMA,MANHATTAN,28,"CORNELIA STREET",10014,2126912223,Italian,FALSE
16842,41441196,"MOTORINO PIZZERIA NAPOLETANA",MANHATTAN,349,"EAST   12 STREET",10003,2127772644,Pizza,FALSE
16843,50010178,"LA CARBORNARA",MANHATTAN,202,"W 14TH ST",10011,2122552060,Italian,FALSE
16844,41623086,"SING KEE SEAFOOD RESTAURANT",MANHATTAN,42,BOWERY,10013,2122338666,Chinese,FALSE
16845,50006582,"E'S BAR",MANHATTAN,511,"AMSTERDAM AVE",10024,2128770961,American,FALSE
16846,50017755,CALEDONIA,MANHATTAN,1609,"2ND AVE",10028,2127344300,Irish,FALSE
16847,41583431,"BODEGA NEGRA",MANHATTAN,355,"WEST   16 STREET",10011,2122292336,Mexican,FALSE
16848,40720599,"PEKING DUCK HOUSE",MANHATTAN,28,"MOTT STREET",10013,2122271810,Chinese,FALSE
16849,50005629,"A-JIAO SICHUAN CUISINE",MANHATTAN,1817,"2ND AVE",10128,2128288996,Chinese,FALSE
16850,41556791,JOE,MANHATTAN,550,"WEST  120 STREET",10027,2129247400,American,FALSE
16851,50037042,COCO,MANHATTAN,1384,BROADWAY,10018,2123322525,"Juice, Smoothies, Fruit Salads",FALSE
16852,41521827,"SHANGHAI CAFE DELUXE",MANHATTAN,100,"MOTT STREET",10013,2129663988,Chinese,FALSE
16853,41375603,"CACHAPAS Y MAS",MANHATTAN,107,"DYCKMAN STREET",10040,2123042224,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",FALSE
16854,41642874,STARBUCKS,MANHATTAN,1140,BROADWAY,10001,2122136519,CafÃƒÂ©/Coffee/Tea,FALSE
16855,41645205,KILO,MANHATTAN,857,"9 AVENUE",10019,2127078770,American,FALSE
16856,40391695,ORSO,MANHATTAN,322,"WEST   46 STREET",10036,2124891212,Italian,FALSE
16857,41591834,NGAM,MANHATTAN,99,"3 AVENUE",10003,2127778424,Thai,FALSE
16858,41356747,"LINCOLN PARK BAR & GRILL",MANHATTAN,867,"9 AVENUE",10019,2129742826,American,FALSE
16859,41316784,"BURGER BURGER",MANHATTAN,77,"PEARL STREET",10004,2122699100,Hamburgers,FALSE
16860,41313460,"DUNKIN' DONUTS",MANHATTAN,175,"VARICK STREET",10014,2129247060,Donuts,FALSE
16861,40400610,"MOUSTACHE RESTAURANT",MANHATTAN,90,"BEDFORD STREET",10014,2122292220,Mediterranean,FALSE
16862,41562204,"GUY & GALLARD",MANHATTAN,470,"PARK AVENUE SOUTH",10016,2124271106,American,FALSE
16863,40392063,"WALTER'S BAR",MANHATTAN,389,"8 AVENUE",10001,2125024023,Other,FALSE
16864,50016740,"JIMBO'S HAMBURGERS",MANHATTAN,703,"LENOX AVE",10039,2122835050,American,FALSE
16865,41453954,"CHIPOTLE MEXICAN GRILL",MANHATTAN,149,"8 AVENUE",10011,2126204015,Tex-Mex,FALSE
16866,41287253,NORWOOD,MANHATTAN,241,"WEST   14 STREET",10011,2122559300,American,FALSE
16867,40365288,"KEATS RESTAURANT",MANHATTAN,842,"2 AVENUE",10017,2126825490,American,FALSE
16868,41705474,"DRAUGHT 55 BAR & KITCHEN",MANHATTAN,245,"EAST   55 STREET",10022,2123004096,American,FALSE
16869,40577676,"SARABETH'S KITCHEN",MANHATTAN,1295,"MADISON AVENUE",10128,2124107335,American,FALSE
16870,41701016,"THE TULCINGO AZTECA",MANHATTAN,3861,"10 AVENUE",10034,2125676028,Mexican,FALSE
16871,41390129,SARABETH,MANHATTAN,424,"5 AVENUE",10018,2123913001,American,FALSE
16872,41103208,"PAPILLON BISTRO & BAR",MANHATTAN,22,"EAST   54 STREET",10022,2127549006,French,FALSE
16873,40763046,"THE HALF KING",MANHATTAN,505507,"WEST 23 STREET",10011,2124624300,American,FALSE
16874,50011006,SERENA'S,MANHATTAN,1268,"2ND AVE",10065,2129882646,Mediterranean,FALSE
16875,41716292,"DUNHILL CAFE",MANHATTAN,109,"WEST   45 STREET",10036,2129448484,American,FALSE
16876,50000153,"THE BEST OF NEW YORK FOOD",MANHATTAN,150,"WATER ST",10005,2129521890,American,FALSE
16877,41653059,"MAMA'S RESTAURANT JAMAICAN AND AMERICAN FOOD",MANHATTAN,2347,"2 AVENUE",10035,2124104210,Caribbean,FALSE
16878,41148931,"CONNOLLY'S PUB",MANHATTAN,43,"WEST   54 STREET",10019,2124890271,Irish,FALSE
16879,40659340,"SEOUL GARDEN",MANHATTAN,34,"WEST   32 STREET",10001,2127369002,Korean,FALSE
16880,41539260,"DUNKIN' DONUTS",MANHATTAN,64,"FULTON STREET",10038,2125665064,Donuts,FALSE
16881,41529712,"FORK & SPOON",MANHATTAN,7,"WEST   36 STREET",10018,2122443203,Delicatessen,FALSE
16882,41329442,"DELISSIMO DELI & CAFE",MANHATTAN,39,"EAST   60 STREET",10022,2125932333,Delicatessen,FALSE
16883,41528086,MOTTSU,MANHATTAN,285,"MOTT STREET",10012,2123438017,Japanese,FALSE
16884,40545329,"BEN'S DELI",MANHATTAN,209,"WEST   38 STREET",10018,2123982367,Jewish/Kosher,FALSE
16885,41716209,AJISAI,MANHATTAN,795,"LEXINGTON AVENUE",10065,2123550888,Japanese,FALSE
16886,40389357,CAMPEON,MANHATTAN,9,"EAST   16 STREET",10003,2126754700,Mexican,FALSE
16887,41188374,"BILLIE'S BLACK BAR LOUNGE AND RESTAURANT",MANHATTAN,271,"WEST  119 STREET",10026,2122802248,"Soul Food",FALSE
16888,41614161,"AMY RUTH'S RESTAURANT",MANHATTAN,113,"WEST  116 STREET",10026,2122808779,"Soul Food",FALSE
16889,41519587,"BLIND BARBER",MANHATTAN,339,"EAST 10 STREET",10009,2122282123,American,FALSE
16890,40366716,"SHUN LEE PALACE RESTAURANT",MANHATTAN,155,"EAST   55 STREET",10022,2123718844,Chinese,FALSE
16891,40920992,GATSBY'S,MANHATTAN,53,"SPRING STREET",10012,2123344430,American,FALSE
16892,50014853,"MELT SHOP",MANHATTAN,877,"8TH AVE",10019,2125055861,American,FALSE
16893,41590295,"RISTORANTE LUNA",MANHATTAN,115,"MULBERRY STREET",10013,2124330132,Italian,FALSE
16894,40403880,"CAFE 101 16TH FLOOR CAFETERIA",MANHATTAN,101,"BARCLAY STREET",10007,2128152250,American,FALSE
16895,41414060,"EL PASO RESTAURANTE MEXICANO",MANHATTAN,1643,"LEXINGTON AVENUE",10029,2128319831,Mexican,FALSE
16896,40634891,"ARLENE'S GROCERY",MANHATTAN,95,"STANTON STREET",10002,2123581633,American,FALSE
16897,41235038,"JUST SALAD",MANHATTAN,134,"WEST   37 STREET",10018,2122447315,Salads,FALSE
16898,40891782,"REGAL CINEMAS",MANHATTAN,102,"NORTH END AVENUE",10282,2129454370,American,FALSE
16899,50002130,"FRESH & CO",MANHATTAN,425,"PARK AVENUE SOUTH",10016,2122337374,Salads,FALSE
16900,41465002,"THE MEATBALL SHOP",MANHATTAN,84,"STANTON STREET",10002,2129828895,Italian,FALSE
16901,41529703,"ON THE ROCKS",MANHATTAN,696,"10 AVENUE",10019,2122472055,American,FALSE
16902,41621139,"TRE SORELLE",MANHATTAN,61,"READE STREET",10007,2126191080,Italian,FALSE
16903,40378874,"TERRA BLUES",MANHATTAN,149,"BLEEKER STREET",10012,2127777776,American,FALSE
16904,50004699,"XE LUA RESTAURANT",MANHATTAN,86,"MULBERRY ST",10013,2125778887,Vietnamese/Cambodian/Malaysia,FALSE
16905,50004334,CHOP'T,MANHATTAN,1376,"3RD AVE",10075,2122030032,Salads,FALSE
16906,50043079,"JJ BROWN CUP",MANHATTAN,1707,"2ND AVE",10128,2123693949,CafÃƒÂ©/Coffee/Tea,FALSE
